maxArrayPanelsCount,maxArrayAreaMeters2,numSegments,maxSunshineHoursPerYear,totSunshineHoursPerYear,areaMeters2,groundAreaMeters2,maxYearlyEnergyDcKwh,numTreePointsInFootprint,footprinAreaMeters2,longitude,latitude
60,117.813287,9,1500.686449,954852.374,255.993619,220.339304,28850.68102,0.257929,252.007794,-84.379716,33.774895
0,0,1,0,0,0,0,0,5.12194,32.409594,-84.379351,33.775082
0,0,1,0,0,0,0,0,3.490322,59.306855,-84.379071,33.777787
0,0,1,0,0,0,0,0,1.289475,45.755053,-84.380446,33.777698
0,0,1,0,0,0,0,0,3.774767,59.606332,-84.37926,33.777609
0,0,1,0,0,0,0,0,5.174167,28.603637,-84.379126,33.777467
0,0,1,0,0,0,0,0,1.972073,94.824087,-84.38037,33.777309
0,0,1,0,0,0,0,0,2.540009,52.362013,-84.380529,33.776481
0,0,1,0,0,0,0,0,6.135081,9.616824,-84.379159,33.777306
13,25.526235,4,1551.68036,365407.3184,65.116657,58.053422,6528.837695,0.119974,66.680846,-84.380486,33.777506
0,0,1,0,0,0,0,0,2.340535,11.963077,-84.380283,33.777735
0,0,1,0,0,0,0,0,3.211665,35.184242,-84.379526,33.774772
0,0,1,0,0,0,0,0,5.390605,17.623254,-84.380556,33.775395
0,0,1,0,0,0,0,0,4.632115,31.519081,-84.379142,33.777345
59,115.849814,5,1358.089429,974397.5051,218.858364,182.466326,24739.58809,0.712236,223.240543,-84.380324,33.775734
0,0,1,0,0,0,0,0,3.222925,21.719402,-84.379178,33.776184
102,200.282586,4,1476.556664,1.236e+6,301.823904,260.754416,48840.57978,0.717799,337.141757,-84.379466,33.777432
3,5.890667,2,1081.660055,89017.70572,35.457585,28.164928,851.23926,1.740394,42.519108,-84.379171,33.777107
0,0,2,0,0,0,0,0,2.631174,58.529013,-84.379242,33.776274
0,0,3,0,0,0,0,0,3.667771,75.250069,-84.380479,33.776714
0,0,1,0,0,0,0,0,2.259517,56.206702,-84.379404,33.774687
73,143.339539,8,1533.446016,1.0636e+6,262.743752,235.088153,34566.86573,0.328551,270.886632,-84.379548,33.776901
0,0,1,0,0,0,0,0,0.688298,24.698606,-84.379154,33.7772
0,0,1,0,0,0,0,0,2.493642,23.259155,-84.379382,33.775717
0,0,1,0,0,0,0,0,0.489696,63.304547,-84.380681,33.776609
0,0,1,0,0,0,0,0,3.760035,36.169879,-84.379291,33.775627
0,0,1,0,0,0,0,0,5.20725,37.063707,-84.379337,33.77521
0,0,3,0,0,0,0,0,2.23494,97.541783,-84.380666,33.775276
42,82.469251,5,1491.753962,643180.4113,143.258065,133.269366,20409.45371,0.212437,192.998589,-84.37911,33.774816
9,17.672049,5,1419.100075,189317.8478,54.987068,50.126757,3964.438953,1.114235,83.46535,-84.379377,33.775951
0,0,1,0,0,0,0,0,5.322848,133.762983,-84.380528,33.776972
12,23.562601,2,1357.273665,177801.64,51.907371,45.503819,5081.247385,0.204652,53.749827,-84.379329,33.776458
56,109.959022,4,1389.9992,502424.6646,124.790799,123.437027,24900.02725,0.485362,195.730038,-84.380376,33.781272
157,308.278018,3,1326.194635,1.6976e+6,348.812671,338.078784,70354.72813,8.792692,390.976618,-84.375092,33.775919
